trans_id,equip_id,hduration,source_id,destination_id,dob,st_time,end_time,source_name,destination_name,usertype,gender,Age
5570,Tractor,10,ST-4,ST-3,1986,5/18/2018 15:39,5/19/2018 1:39,Station4,Station3,Short-Term,Male,34
5571,Tractor,49,ST-2,ST-3,1987,5/10/2018 3:45,5/12/2018 4:45,Station2,Station3,Short-Term,Male,33
5572,Tractor,97,ST-3,ST-3,1985,3/8/2018 8:23,3/12/2018 9:23,Station3,Station3,Short-Term,Male,35
5573,Tractor,72,ST-1,ST-3,1985,4/10/2018 11:25,4/13/2018 11:25,Station1,Station3,Short-Term,Male,35
5574,Tractor,33,ST-3,ST-3,1986,4/22/2018 17:27,4/24/2018 2:27,Station3,Station3,Short-Term,Male,34
5575,Tractor,102,ST-3,ST-3,1990,4/15/2018 15:26,4/19/2018 21:26,Station3,Station3,Short-Term,Male,30
5576,Tractor,82,ST-2,ST-3,1989,4/5/2018 6:42,4/8/2018 16:42,Station2,Station3,Short-Term,Male,31
5577,Tractor,57,ST-1,ST-3,1988,4/3/2018 22:36,4/6/2018 7:36,Station1,Station3,Short-Term,Male,32
5578,Tractor,25,ST-2,ST-3,1986,3/27/2018 16:18,3/28/2018 17:18,Station2,Station3,Short-Term,Male,34
5579,Tractor,80,ST-4,ST-3,1990,5/26/2018 1:15,5/29/2018 9:15,Station4,Station3,Short-Term,Male,30
5580,Tractor,74,ST-2,ST-3,1988,3/29/2018 13:49,4/1/2018 15:49,Station2,Station3,Short-Term,Male,32
5581,Tractor,44,ST-2,ST-3,1988,5/21/2018 18:00,5/23/2018 14:00,Station2,Station3,Short-Term,Male,32
5582,Tractor,111,ST-4,ST-3,1989,5/13/2018 0:19,5/17/2018 15:19,Station4,Station3,Short-Term,Male,31
5583,Tractor,22,ST-5,ST-3,1990,5/18/2018 17:44,5/19/2018 15:44,Station5,Station3,Short-Term,Male,30
5584,Tractor,15,ST-3,ST-3,1988,5/4/2018 19:59,5/5/2018 10:59,Station3,Station3,Short-Term,Male,32
5585,Tractor,98,ST-3,ST-3,1989,4/25/2018 20:00,4/29/2018 22:00,Station3,Station3,Short-Term,Male,31
5586,Tractor,73,ST-5,ST-3,1987,3/9/2018 18:38,3/12/2018 19:38,Station5,Station3,Short-Term,Male,33
5587,Tractor,36,ST-4,ST-3,1990,5/19/2018 7:23,5/20/2018 19:23,Station4,Station3,Short-Term,Male,30
5588,Tractor,99,ST-2,ST-3,1986,5/29/2018 5:41,6/2/2018 8:41,Station2,Station3,Short-Term,Male,34
5589,Tractor,47,ST-4,ST-3,1987,4/6/2018 3:26,4/8/2018 2:26,Station4,Station3,Short-Term,Male,33
5590,Tractor,85,ST-4,ST-3,1989,3/21/2018 15:31,3/25/2018 4:31,Station4,Station3,Short-Term,Male,31
5591,Tractor,45,ST-2,ST-3,1987,5/28/2018 4:26,5/30/2018 1:26,Station2,Station3,Short-Term,Male,33
5592,Tractor,15,ST-1,ST-3,1988,3/8/2018 15:43,3/9/2018 6:43,Station1,Station3,Short-Term,Male,32
5593,Tractor,53,ST-1,ST-3,1988,5/3/2018 20:05,5/6/2018 1:05,Station1,Station3,Short-Term,Male,32
5594,Tractor,73,ST-4,ST-3,1989,5/30/2018 12:56,6/2/2018 13:56,Station4,Station3,Short-Term,Male,31
5595,Tractor,27,ST-1,ST-3,1989,3/12/2018 11:23,3/13/2018 14:23,Station1,Station3,Short-Term,Male,31
5596,Tractor,17,ST-4,ST-3,1989,4/20/2018 16:39,4/21/2018 9:39,Station4,Station3,Short-Term,Male,31
5597,Tractor,65,ST-1,ST-3,1987,5/28/2018 4:51,5/30/2018 21:51,Station1,Station3,Short-Term,Male,33
5598,Tractor,31,ST-4,ST-3,1987,3/3/2018 3:31,3/4/2018 10:31,Station4,Station3,Short-Term,Male,33
5599,Tractor,101,ST-1,ST-3,1989,3/3/2018 11:19,3/7/2018 16:19,Station1,Station3,Short-Term,Male,31
5600,Tractor,22,ST-2,ST-3,1989,5/7/2018 17:16,5/8/2018 15:16,Station2,Station3,Short-Term,Male,31
5601,Tractor,100,ST-3,ST-3,1987,4/16/2018 15:03,4/20/2018 19:03,Station3,Station3,Short-Term,Male,33
5602,Tractor,34,ST-3,ST-3,1988,5/11/2018 15:09,5/13/2018 1:09,Station3,Station3,Short-Term,Male,32
5603,Tractor,67,ST-3,ST-3,1989,4/19/2018 1:23,4/21/2018 20:23,Station3,Station3,Short-Term,Male,31
5604,Tractor,89,ST-1,ST-3,1986,4/8/2018 22:59,4/12/2018 15:59,Station1,Station3,Short-Term,Male,34
5605,Tractor,101,ST-1,ST-3,1985,3/15/2018 19:12,3/20/2018 0:12,Station1,Station3,Short-Term,Male,35
5606,Tractor,53,ST-2,ST-3,1987,5/22/2018 13:23,5/24/2018 18:23,Station2,Station3,Short-Term,Male,33
5607,Tractor,34,ST-2,ST-3,1985,5/9/2018 9:26,5/10/2018 19:26,Station2,Station3,Short-Term,Male,35
5608,Tractor,36,ST-4,ST-3,1988,3/30/2018 11:06,3/31/2018 23:06,Station4,Station3,Short-Term,Male,32
5609,Tractor,55,ST-3,ST-3,1988,3/28/2018 22:46,3/31/2018 5:46,Station3,Station3,Short-Term,Male,32
5610,Tractor,24,ST-5,ST-3,1986,3/9/2018 13:09,3/10/2018 13:09,Station5,Station3,Short-Term,Male,34
5611,Tractor,76,ST-4,ST-3,1986,3/4/2018 6:21,3/7/2018 10:21,Station4,Station3,Short-Term,Male,34
5612,Tractor,113,ST-4,ST-3,1990,3/29/2018 18:33,4/3/2018 11:33,Station4,Station3,Short-Term,Male,30
5613,Tractor,49,ST-1,ST-3,1985,4/10/2018 19:43,4/12/2018 20:43,Station1,Station3,Short-Term,Male,35
5614,Tractor,119,ST-5,ST-3,1990,3/20/2018 1:37,3/25/2018 0:37,Station5,Station3,Short-Term,Male,30
5615,Tractor,91,ST-2,ST-3,1990,3/14/2018 17:42,3/18/2018 12:42,Station2,Station3,Short-Term,Male,30
5616,Tractor,97,ST-5,ST-3,1990,4/30/2018 19:51,5/4/2018 20:51,Station5,Station3,Short-Term,Male,30
5617,Tractor,104,ST-3,ST-3,1989,3/10/2018 19:40,3/15/2018 3:40,Station3,Station3,Short-Term,Male,31
5618,Tractor,50,ST-2,ST-3,1985,5/25/2018 7:57,5/27/2018 9:57,Station2,Station3,Short-Term,Male,35
5619,Tractor,29,ST-1,ST-3,1989,3/24/2018 5:21,3/25/2018 10:21,Station1,Station3,Short-Term,Male,31
5620,Tractor,14,ST-5,ST-3,1988,5/29/2018 15:11,5/30/2018 5:11,Station5,Station3,Short-Term,Male,32
5621,Tractor,56,ST-5,ST-3,1986,4/13/2018 9:06,4/15/2018 17:06,Station5,Station3,Short-Term,Male,34
5622,Tractor,31,ST-5,ST-3,1988,5/23/2018 12:36,5/24/2018 19:36,Station5,Station3,Short-Term,Male,32
5623,Tractor,16,ST-1,ST-3,1990,4/5/2018 14:12,4/6/2018 6:12,Station1,Station3,Short-Term,Male,30
5624,Tractor,80,ST-2,ST-3,1990,4/15/2018 4:00,4/18/2018 12:00,Station2,Station3,Short-Term,Male,30
5625,Tractor,60,ST-5,ST-3,1985,4/7/2018 3:55,4/9/2018 15:55,Station5,Station3,Short-Term,Male,35
5626,Tractor,90,ST-3,ST-3,1990,4/13/2018 22:05,4/17/2018 16:05,Station3,Station3,Short-Term,Male,30
5627,Tractor,120,ST-3,ST-3,1990,3/22/2018 6:39,3/27/2018 6:39,Station3,Station3,Short-Term,Male,30
5628,Tractor,42,ST-4,ST-3,1986,4/27/2018 3:14,4/28/2018 21:14,Station4,Station3,Short-Term,Male,34
5629,Tractor,98,ST-5,ST-3,1988,5/5/2018 3:38,5/9/2018 5:38,Station5,Station3,Short-Term,Male,32
5630,Tractor,57,ST-2,ST-3,1987,4/11/2018 15:25,4/14/2018 0:25,Station2,Station3,Short-Term,Male,33
5631,Tractor,107,ST-5,ST-3,1987,4/28/2018 15:17,5/3/2018 2:17,Station5,Station3,Short-Term,Male,33
5632,Tractor,66,ST-2,ST-3,1988,4/14/2018 8:22,4/17/2018 2:22,Station2,Station3,Short-Term,Male,32
5633,Tractor,16,ST-5,ST-3,1989,3/27/2018 15:51,3/28/2018 7:51,Station5,Station3,Short-Term,Male,31
5634,Tractor,32,ST-3,ST-3,1986,4/25/2018 0:16,4/26/2018 8:16,Station3,Station3,Short-Term,Male,34
5635,Tractor,35,ST-4,ST-3,1990,3/10/2018 3:01,3/11/2018 14:01,Station4,Station3,Short-Term,Male,30
5636,Tractor,10,ST-5,ST-3,1987,3/28/2018 6:47,3/28/2018 16:47,Station5,Station3,Short-Term,Male,33
5637,Tractor,81,ST-4,ST-3,1989,5/14/2018 15:10,5/18/2018 0:10,Station4,Station3,Short-Term,Male,31
5638,Tractor,68,ST-3,ST-3,1990,3/31/2018 6:26,4/3/2018 2:26,Station3,Station3,Short-Term,Male,30
5639,Tractor,39,ST-4,ST-3,1990,3/31/2018 10:52,4/2/2018 1:52,Station4,Station3,Short-Term,Male,30
5640,Tractor,47,ST-4,ST-3,1985,5/18/2018 22:42,5/20/2018 21:42,Station4,Station3,Short-Term,Male,35
5641,Tractor,25,ST-2,ST-3,1988,5/24/2018 18:07,5/25/2018 19:07,Station2,Station3,Short-Term,Male,32
5642,Tractor,10,ST-3,ST-3,1986,3/23/2018 4:17,3/23/2018 14:17,Station3,Station3,Short-Term,Male,34
5643,Tractor,22,ST-5,ST-3,1990,5/8/2018 6:13,5/9/2018 4:13,Station5,Station3,Short-Term,Male,30
5644,Tractor,114,ST-3,ST-3,1989,5/18/2018 15:37,5/23/2018 9:37,Station3,Station3,Short-Term,Male,31
5645,Tractor,91,ST-3,ST-3,1987,5/16/2018 19:35,5/20/2018 14:35,Station3,Station3,Short-Term,Male,33
5646,Tractor,30,ST-3,ST-3,1985,5/18/2018 6:19,5/19/2018 12:19,Station3,Station3,Short-Term,Male,35
5647,Tractor,60,ST-2,ST-3,1988,3/22/2018 17:21,3/25/2018 5:21,Station2,Station3,Short-Term,Male,32
5648,Tractor,33,ST-1,ST-3,1985,4/28/2018 2:25,4/29/2018 11:25,Station1,Station3,Short-Term,Male,35
5649,Tractor,82,ST-2,ST-3,1990,4/12/2018 1:19,4/15/2018 11:19,Station2,Station3,Short-Term,Male,30
5650,Tractor,107,ST-3,ST-3,1990,3/20/2018 0:19,3/24/2018 11:19,Station3,Station3,Short-Term,Male,30
5651,Tractor,37,ST-5,ST-3,1988,4/1/2018 10:35,4/2/2018 23:35,Station5,Station3,Short-Term,Male,32
5652,Tractor,44,ST-3,ST-3,1986,4/6/2018 22:16,4/8/2018 18:16,Station3,Station3,Short-Term,Male,34
5653,Tractor,66,ST-1,ST-3,1985,3/30/2018 10:57,4/2/2018 4:57,Station1,Station3,Short-Term,Male,35
5654,Tractor,115,ST-2,ST-3,1986,3/26/2018 11:25,3/31/2018 6:25,Station2,Station3,Short-Term,Male,34
5655,Tractor,43,ST-4,ST-3,1990,3/5/2018 23:32,3/7/2018 18:32,Station4,Station3,Short-Term,Male,30
5656,Tractor,108,ST-3,ST-3,1989,5/1/2018 20:26,5/6/2018 8:26,Station3,Station3,Short-Term,Male,31
5657,Tractor,85,ST-1,ST-3,1990,4/3/2018 8:24,4/6/2018 21:24,Station1,Station3,Short-Term,Male,30
5658,Tractor,116,ST-5,ST-3,1988,4/7/2018 12:31,4/12/2018 8:31,Station5,Station3,Short-Term,Male,32
5659,Tractor,119,ST-1,ST-3,1990,5/2/2018 10:01,5/7/2018 9:01,Station1,Station3,Short-Term,Male,30
5660,Tractor,8,ST-3,ST-3,1986,3/10/2018 17:52,3/11/2018 1:52,Station3,Station3,Short-Term,Male,34
5661,Tractor,36,ST-2,ST-3,1990,5/17/2018 12:42,5/19/2018 0:42,Station2,Station3,Short-Term,Male,30
5662,Tractor,96,ST-3,ST-3,1986,4/4/2018 14:49,4/8/2018 14:49,Station3,Station3,Short-Term,Male,34
5663,Tractor,21,ST-5,ST-3,1989,5/7/2018 22:33,5/8/2018 19:33,Station5,Station3,Short-Term,Male,31
5664,Tractor,51,ST-2,ST-3,1985,3/29/2018 6:23,3/31/2018 9:23,Station2,Station3,Short-Term,Male,35
5665,Tractor,8,ST-3,ST-3,1988,3/27/2018 5:53,3/27/2018 13:53,Station3,Station3,Short-Term,Male,32
5666,Tractor,30,ST-4,ST-3,1985,5/3/2018 10:32,5/4/2018 16:32,Station4,Station3,Short-Term,Male,35
5667,Tractor,90,ST-5,ST-3,1990,3/26/2018 15:42,3/30/2018 9:42,Station5,Station3,Short-Term,Male,30
5668,Tractor,34,ST-5,ST-3,1990,5/30/2018 13:30,5/31/2018 23:30,Station5,Station3,Short-Term,Male,30
5669,Tractor,25,ST-5,ST-3,1985,5/30/2018 17:51,5/31/2018 18:51,Station5,Station3,Short-Term,Male,35
5670,Tractor,114,ST-4,ST-3,1987,5/30/2018 18:16,6/4/2018 12:16,Station4,Station3,Short-Term,Male,33
5671,Tractor,20,ST-4,ST-3,1985,3/18/2018 5:06,3/19/2018 1:06,Station4,Station3,Short-Term,Male,35
5672,Tractor,115,ST-4,ST-3,1985,5/1/2018 5:37,5/6/2018 0:37,Station4,Station3,Short-Term,Male,35
5673,Tractor,28,ST-2,ST-3,1986,3/8/2018 22:46,3/10/2018 2:46,Station2,Station3,Short-Term,Male,34
5674,Tractor,111,ST-5,ST-3,1990,4/15/2018 1:35,4/19/2018 16:35,Station5,Station3,Short-Term,Male,30
5675,Tractor,72,ST-2,ST-3,1990,4/19/2018 3:59,4/22/2018 3:59,Station2,Station3,Short-Term,Male,30
5676,Tractor,22,ST-2,ST-3,1985,3/11/2018 5:03,3/12/2018 3:03,Station2,Station3,Short-Term,Male,35
5677,Tractor,60,ST-3,ST-3,1988,5/7/2018 9:05,5/9/2018 21:05,Station3,Station3,Short-Term,Male,32
5678,Tractor,75,ST-2,ST-3,1985,4/15/2018 23:55,4/19/2018 2:55,Station2,Station3,Short-Term,Male,35
5679,Tractor,7,ST-4,ST-3,1986,3/11/2018 4:34,3/11/2018 11:34,Station4,Station3,Short-Term,Male,34
5680,Tractor,91,ST-5,ST-3,1988,3/17/2018 10:23,3/21/2018 5:23,Station5,Station3,Short-Term,Male,32
5681,Tractor,90,ST-2,ST-3,1988,5/27/2018 1:19,5/30/2018 19:19,Station2,Station3,Short-Term,Male,32
5682,Tractor,38,ST-5,ST-3,1990,4/28/2018 5:22,4/29/2018 19:22,Station5,Station3,Short-Term,Male,30
5683,Tractor,32,ST-2,ST-3,1989,5/26/2018 20:46,5/28/2018 4:46,Station2,Station3,Short-Term,Male,31
5684,Tractor,121,ST-1,ST-3,1989,3/31/2018 16:46,4/5/2018 17:46,Station1,Station3,Short-Term,Male,31
5685,Tractor,68,ST-3,ST-3,1986,3/24/2018 3:29,3/26/2018 23:29,Station3,Station3,Short-Term,Male,34
5686,Tractor,67,ST-5,ST-3,1985,3/12/2018 1:46,3/14/2018 20:46,Station5,Station3,Short-Term,Male,35
5687,Tractor,64,ST-5,ST-3,1987,4/27/2018 7:03,4/29/2018 23:03,Station5,Station3,Short-Term,Male,33
5688,Tractor,112,ST-3,ST-3,1990,5/5/2018 3:52,5/9/2018 19:52,Station3,Station3,Short-Term,Male,30
5689,Tractor,10,ST-3,ST-3,1990,5/12/2018 7:47,5/12/2018 17:47,Station3,Station3,Short-Term,Male,30
5690,Tractor,41,ST-1,ST-3,1987,4/3/2018 19:30,4/5/2018 12:30,Station1,Station3,Short-Term,Male,33
5691,Tractor,99,ST-2,ST-3,1990,3/2/2018 13:47,3/6/2018 16:47,Station2,Station3,Short-Term,Male,30
5692,Tractor,7,ST-1,ST-3,1985,4/14/2018 3:24,4/14/2018 10:24,Station1,Station3,Short-Term,Male,35
5693,Tractor,43,ST-5,ST-3,1989,5/3/2018 2:41,5/4/2018 21:41,Station5,Station3,Short-Term,Male,31
5694,Tractor,117,ST-2,ST-3,1985,4/29/2018 13:43,5/4/2018 10:43,Station2,Station3,Short-Term,Male,35
5695,Tractor,74,ST-3,ST-3,1987,5/30/2018 8:22,6/2/2018 10:22,Station3,Station3,Short-Term,Male,33
5696,Tractor,54,ST-1,ST-3,1985,5/2/2018 4:20,5/4/2018 10:20,Station1,Station3,Short-Term,Male,35
5697,Tractor,82,ST-3,ST-3,1987,3/16/2018 5:54,3/19/2018 15:54,Station3,Station3,Short-Term,Male,33
5698,Tractor,92,ST-1,ST-3,1990,3/12/2018 23:56,3/16/2018 19:56,Station1,Station3,Short-Term,Male,30
5699,Tractor,114,ST-2,ST-3,1989,4/28/2018 18:02,5/3/2018 12:02,Station2,Station3,Short-Term,Male,31
5700,Tractor,63,ST-2,ST-3,1987,4/23/2018 4:31,4/25/2018 19:31,Station2,Station3,Short-Term,Male,33
5701,Tractor,29,ST-2,ST-3,1986,5/31/2018 15:50,6/1/2018 20:50,Station2,Station3,Short-Term,Male,34
5702,Tractor,67,ST-5,ST-3,1985,3/5/2018 1:55,3/7/2018 20:55,Station5,Station3,Short-Term,Male,35
5703,Tractor,65,ST-2,ST-3,1985,3/18/2018 15:29,3/21/2018 8:29,Station2,Station3,Short-Term,Male,35
5704,Tractor,78,ST-5,ST-3,1985,3/11/2018 15:02,3/14/2018 21:02,Station5,Station3,Short-Term,Male,35
5705,Tractor,33,ST-5,ST-3,1987,3/17/2018 13:59,3/18/2018 22:59,Station5,Station3,Short-Term,Male,33
5706,Tractor,52,ST-2,ST-3,1986,3/17/2018 18:47,3/19/2018 22:47,Station2,Station3,Short-Term,Male,34
5707,Tractor,79,ST-3,ST-3,1988,3/12/2018 16:15,3/15/2018 23:15,Station3,Station3,Short-Term,Male,32
5708,Tractor,13,ST-1,ST-3,1988,5/16/2018 6:05,5/16/2018 19:05,Station1,Station3,Short-Term,Male,32
5709,Tractor,66,ST-5,ST-3,1989,3/1/2018 12:34,3/4/2018 6:34,Station5,Station3,Short-Term,Male,31
5710,Tractor,29,ST-4,ST-3,1986,5/17/2018 17:09,5/18/2018 22:09,Station4,Station3,Short-Term,Male,34
5711,Tractor,18,ST-3,ST-3,1989,4/27/2018 11:26,4/28/2018 5:26,Station3,Station3,Short-Term,Male,31
5712,Tractor,10,ST-4,ST-3,1986,5/11/2018 22:37,5/12/2018 8:37,Station4,Station3,Short-Term,Male,34
5713,Tractor,27,ST-5,ST-3,1985,5/11/2018 22:40,5/13/2018 1:40,Station5,Station3,Short-Term,Male,35
5714,Tractor,29,ST-4,ST-3,1989,4/2/2018 1:14,4/3/2018 6:14,Station4,Station3,Short-Term,Male,31
5715,Tractor,41,ST-5,ST-3,1986,3/26/2018 16:14,3/28/2018 9:14,Station5,Station3,Short-Term,Male,34
5716,Tractor,46,ST-1,ST-3,1986,5/12/2018 3:13,5/14/2018 1:13,Station1,Station3,Short-Term,Male,34
5717,Tractor,65,ST-2,ST-3,1988,5/22/2018 5:50,5/24/2018 22:50,Station2,Station3,Short-Term,Male,32
5718,Tractor,48,ST-2,ST-3,1988,5/28/2018 9:44,5/30/2018 9:44,Station2,Station3,Short-Term,Male,32
5719,Tractor,9,ST-5,ST-3,1986,3/6/2018 22:55,3/7/2018 7:55,Station5,Station3,Short-Term,Male,34
5720,Tractor,29,ST-3,ST-3,1988,4/29/2018 16:56,4/30/2018 21:56,Station3,Station3,Short-Term,Male,32
5721,Tractor,78,ST-1,ST-3,1990,3/29/2018 21:50,4/2/2018 3:50,Station1,Station3,Short-Term,Male,30
5722,Tractor,10,ST-4,ST-3,1989,5/8/2018 10:50,5/8/2018 20:50,Station4,Station3,Short-Term,Male,31
5723,Tractor,39,ST-2,ST-3,1987,4/19/2018 14:37,4/21/2018 5:37,Station2,Station3,Short-Term,Male,33
5724,Tractor,59,ST-4,ST-3,1988,5/16/2018 13:49,5/19/2018 0:49,Station4,Station3,Short-Term,Male,32
5725,Tractor,107,ST-1,ST-3,1989,3/31/2018 18:45,4/5/2018 5:45,Station1,Station3,Short-Term,Male,31
5726,Tractor,87,ST-4,ST-3,1987,5/21/2018 5:48,5/24/2018 20:48,Station4,Station3,Short-Term,Male,33
5727,Tractor,78,ST-1,ST-3,1988,3/2/2018 6:18,3/5/2018 12:18,Station1,Station3,Short-Term,Male,32
5728,Tractor,53,ST-5,ST-3,1990,4/11/2018 0:22,4/13/2018 5:22,Station5,Station3,Short-Term,Male,30
5729,Tractor,100,ST-3,ST-3,1986,4/16/2018 1:10,4/20/2018 5:10,Station3,Station3,Short-Term,Male,34
5730,Tractor,11,ST-5,ST-3,1985,5/14/2018 19:37,5/15/2018 6:37,Station5,Station3,Short-Term,Male,35
5731,Tractor,78,ST-3,ST-3,1989,3/9/2018 3:14,3/12/2018 9:14,Station3,Station3,Short-Term,Male,31
5732,Tractor,49,ST-2,ST-3,1989,4/5/2018 23:02,4/8/2018 0:02,Station2,Station3,Short-Term,Male,31
5733,Tractor,26,ST-1,ST-3,1986,3/20/2018 16:27,3/21/2018 18:27,Station1,Station3,Short-Term,Male,34
5734,Tractor,19,ST-4,ST-3,1987,4/22/2018 3:42,4/22/2018 22:42,Station4,Station3,Short-Term,Male,33
5735,Tractor,36,ST-3,ST-3,1987,5/2/2018 6:13,5/3/2018 18:13,Station3,Station3,Short-Term,Male,33
5736,Tractor,14,ST-2,ST-3,1987,4/9/2018 13:16,4/10/2018 3:16,Station2,Station3,Short-Term,Male,33
5737,Tractor,22,ST-1,ST-3,1987,5/24/2018 0:03,5/24/2018 22:03,Station1,Station3,Short-Term,Male,33
5738,Tractor,59,ST-1,ST-3,1986,4/6/2018 8:28,4/8/2018 19:28,Station1,Station3,Short-Term,Male,34
5739,Tractor,111,ST-3,ST-3,1987,4/10/2018 14:13,4/15/2018 5:13,Station3,Station3,Short-Term,Male,33
5740,Tractor,74,ST-2,ST-3,1989,4/16/2018 9:34,4/19/2018 11:34,Station2,Station3,Short-Term,Male,31
5741,Tractor,41,ST-3,ST-3,1990,5/17/2018 22:07,5/19/2018 15:07,Station3,Station3,Short-Term,Male,30
5742,Tractor,98,ST-5,ST-3,1989,3/13/2018 6:24,3/17/2018 8:24,Station5,Station3,Short-Term,Male,31
5743,Tractor,88,ST-3,ST-3,1986,4/3/2018 9:03,4/7/2018 1:03,Station3,Station3,Short-Term,Male,34
5744,Tractor,69,ST-2,ST-3,1989,3/1/2018 18:18,3/4/2018 15:18,Station2,Station3,Short-Term,Male,31
5745,Tractor,93,ST-3,ST-3,1988,4/29/2018 4:35,5/3/2018 1:35,Station3,Station3,Short-Term,Male,32
5746,Tractor,119,ST-5,ST-3,1987,4/16/2018 21:08,4/21/2018 20:08,Station5,Station3,Short-Term,Male,33
5747,Tractor,103,ST-3,ST-3,1986,4/17/2018 16:26,4/21/2018 23:26,Station3,Station3,Short-Term,Male,34
5748,Tractor,109,ST-2,ST-3,1989,5/17/2018 13:37,5/22/2018 2:37,Station2,Station3,Short-Term,Male,31
5749,Tractor,113,ST-2,ST-3,1990,4/23/2018 22:50,4/28/2018 15:50,Station2,Station3,Short-Term,Male,30
5750,Tractor,112,ST-3,ST-3,1988,4/3/2018 11:58,4/8/2018 3:58,Station3,Station3,Short-Term,Male,32
5751,Tractor,58,ST-5,ST-3,1989,5/29/2018 22:45,6/1/2018 8:45,Station5,Station3,Short-Term,Male,31
5752,Tractor,44,ST-2,ST-3,1987,5/12/2018 5:30,5/14/2018 1:30,Station2,Station3,Short-Term,Male,33
5753,Tractor,54,ST-3,ST-3,1985,3/20/2018 3:23,3/22/2018 9:23,Station3,Station3,Short-Term,Male,35
5754,Tractor,28,ST-4,ST-3,1985,5/5/2018 19:17,5/6/2018 23:17,Station4,Station3,Short-Term,Male,35
5755,Tractor,86,ST-5,ST-3,1985,4/25/2018 17:20,4/29/2018 7:20,Station5,Station3,Short-Term,Male,35
5756,Tractor,67,ST-3,ST-3,1986,5/10/2018 3:17,5/12/2018 22:17,Station3,Station3,Short-Term,Male,34
5757,Tractor,81,ST-3,ST-3,1989,4/3/2018 23:11,4/7/2018 8:11,Station3,Station3,Short-Term,Male,31
5758,Tractor,21,ST-1,ST-3,1990,3/29/2018 9:49,3/30/2018 6:49,Station1,Station3,Short-Term,Male,30
5759,Tractor,23,ST-5,ST-3,1985,4/22/2018 16:57,4/23/2018 15:57,Station5,Station3,Short-Term,Male,35
5760,Tractor,34,ST-1,ST-3,1986,4/5/2018 20:44,4/7/2018 6:44,Station1,Station3,Short-Term,Male,34
5761,Tractor,98,ST-1,ST-3,1990,3/31/2018 5:35,4/4/2018 7:35,Station1,Station3,Short-Term,Male,30
5762,Tractor,112,ST-1,ST-3,1988,4/29/2018 18:21,5/4/2018 10:21,Station1,Station3,Short-Term,Male,32
5763,Tractor,59,ST-4,ST-3,1987,4/4/2018 13:26,4/7/2018 0:26,Station4,Station3,Short-Term,Male,33
5764,Tractor,26,ST-3,ST-3,1990,5/14/2018 15:26,5/15/2018 17:26,Station3,Station3,Short-Term,Male,30
5765,Tractor,44,ST-3,ST-3,1989,5/6/2018 16:49,5/8/2018 12:49,Station3,Station3,Short-Term,Male,31
5766,Tractor,22,ST-4,ST-3,1990,3/16/2018 15:57,3/17/2018 13:57,Station4,Station3,Short-Term,Male,30
5767,Tractor,117,ST-5,ST-3,1986,4/19/2018 11:10,4/24/2018 8:10,Station5,Station3,Short-Term,Male,34
5768,Tractor,45,ST-2,ST-3,1986,4/16/2018 0:47,4/17/2018 21:47,Station2,Station3,Short-Term,Male,34
5769,Tractor,81,ST-3,ST-3,1986,3/25/2018 7:37,3/28/2018 16:37,Station3,Station3,Short-Term,Male,34
5770,Tractor,77,ST-3,ST-3,1986,4/5/2018 6:08,4/8/2018 11:08,Station3,Station3,Short-Term,Male,34
5771,Tractor,66,ST-4,ST-3,1985,3/24/2018 12:39,3/27/2018 6:39,Station4,Station3,Short-Term,Male,35
5772,Tractor,102,ST-4,ST-3,1989,3/10/2018 21:39,3/15/2018 3:39,Station4,Station3,Short-Term,Male,31
5773,Tractor,28,ST-2,ST-3,1990,5/17/2018 2:39,5/18/2018 6:39,Station2,Station3,Short-Term,Male,30
5774,Tractor,84,ST-4,ST-3,1988,3/26/2018 4:29,3/29/2018 16:29,Station4,Station3,Short-Term,Male,32
5775,Tractor,13,ST-5,ST-3,1985,3/19/2018 10:39,3/19/2018 23:39,Station5,Station3,Short-Term,Male,35
5776,Tractor,22,ST-2,ST-3,1990,4/2/2018 4:00,4/3/2018 2:00,Station2,Station3,Short-Term,Male,30
5777,Tractor,28,ST-2,ST-3,1986,3/21/2018 13:55,3/22/2018 17:55,Station2,Station3,Short-Term,Male,34
5778,Tractor,56,ST-3,ST-3,1985,4/23/2018 18:45,4/26/2018 2:45,Station3,Station3,Short-Term,Male,35
5779,Tractor,52,ST-3,ST-3,1988,4/16/2018 17:41,4/18/2018 21:41,Station3,Station3,Short-Term,Male,32
5780,Tractor,76,ST-3,ST-3,1990,4/30/2018 0:02,5/3/2018 4:02,Station3,Station3,Short-Term,Male,30
5781,Tractor,54,ST-5,ST-3,1988,5/22/2018 22:50,5/25/2018 4:50,Station5,Station3,Short-Term,Male,32
5782,Tractor,35,ST-4,ST-3,1985,4/4/2018 13:18,4/6/2018 0:18,Station4,Station3,Short-Term,Male,35
5783,Tractor,25,ST-2,ST-3,1990,5/9/2018 0:32,5/10/2018 1:32,Station2,Station3,Short-Term,Male,30
5784,Tractor,76,ST-1,ST-3,1989,3/26/2018 1:09,3/29/2018 5:09,Station1,Station3,Short-Term,Male,31
5785,Tractor,16,ST-5,ST-3,1986,4/16/2018 18:19,4/17/2018 10:19,Station5,Station3,Short-Term,Male,34
5786,Tractor,7,ST-3,ST-3,1985,5/30/2018 5:56,5/30/2018 12:56,Station3,Station3,Short-Term,Male,35
